clinic_name,first_name,last_name,email,phone,address,website,source_query
"William Barry, DVM",William,Barry,,+1 (802) 276-3111," 474 Dr Barry St, Brookfield, VT 05036, United States",https://www.williambarrydvm.com,Google_Maps_equine veterinarian Vermont
Emma Basham,Emma,Basham,,+1 (802) 685-3232,"PO Box 277, Chelsea, Vermont, 05038",,VVMA_directory
Rick,Frederick,Baum,,+1 (802) 375-9491,"3195 VT Route 7A, Arliington, Vermont, 05250",http://www.thearlingtonvet.com,VVMA_directory
John Bergeson,John,Bergeson,,+1 (802) 524-2001,"997 Fairfax Road, St. Albans, Vermont, 05478",,VVMA_directory
Black Betty Jo DVM,Black,Betty Jo,,+1 (802) 685-3232," 276 VT-110, Chelsea, VT 05038, United States",https://allvetnearme.com/black-betty-jo-dvm,Google_Maps_veterinarian Hartford VT
Jen Bevilacqua,Jen,Bevilacqua,,,"7149 Route 106, Reading, Vermont, 05062",http://www.theintegratedequine.com,VVMA_directory
"Liam Bisson, DVM",Liam,Bisson,,+1 (802) 985-2525,"3053 Shelburne Road, Shelburne, Vermont, 05482",http://www.shelburneveterinaryhospital.com,VVMA_directory
Ruth Blauwiekel,Ruth,Blauwiekel,,,"436 Sunderland Woods, COLCHESTER, Vermont, 05446",,VVMA_directory
"Emily Bond, DVM",Emily,Bond,,+1 (802) 888-7776,"147 Stancliff Road, Morrisville, Vermont, 05661",,VVMA_directory
Dr. Rachel Brodlie,Rachel,Brodlie,,+1 (802) 893-4000,"PO Box 187, Milton, Vermont, 05468",http://www.miltonvethospital.com,VVMA_directory
Dr Pam Brown,Pam,Brown,,+1 (802) 862-0135,"143 Kindness Court, South Burlington, Vermont, 05403",,VVMA_directory
Trellis Pet Care,Brad,Burrington,,+1 (802) 457-7390,"170 Hewitt Street, North Pomfret, Vermont, 05053",http://www.trellispetcare.com,VVMA_directory
Dr. Kyle Bushee,Kyle,Bushee,,+1 (802) 362-2620,"48 Treat Hill Road, Manchester, Vermont, 05255",,VVMA_directory
"Anne M. Carroll, DVM",Anne,Carroll,,+1 (802) 685-3232,"276 VT Route 110, PO Box 277, Chelsea, Vermont, 05038",http://www.chelseaanimalhospital.com,VVMA_directory
Marie Casiere,Marie,Casiere,,,"NA, Lyndonville, Vermont, 05855",,VVMA_directory
Rupert Veterinary Clinic,Eugene,Ceglowski,,+1 (802) 394-7759,"PO Box 38, Rupert, Vermont, 05768",,VVMA_directory
Heather,Heather,Christian,,+1 (802) 468-5576,"P.O. Box 447, Bomoseen, Vermont, 05732",,VVMA_directory
St Clair Katherine E DVM,St,Clair Katherine E,,+1 (802) 766-2222," RR 5, Derby, VT 05829, United States",,Google_Maps_veterinarian Derby VT
Kristen Clapp,Kristen,Clapp,,+1 (802) 875-5445,"PO Box 767, Chester, Vermont, 05143",http://www.uppervalleyequine.com,VVMA_directory
Dr Cook,Amy,Cook,,+1 (802) 866-5354,"3890 Rte 5 North, Newbury, Vermont, 05051",,VVMA_directory
Shannon Craig DVM,Shannon,Craig,,+1 (802) 748-3407," 226 Sadie Roberts Rd, St Johnsbury, VT 05819, United States",,Google_Maps_veterinarian St. Johnsbury VT
Amy Davenport,Amy,Davenport,,,"818 Waldo Lane, Wallingford, Vermont, 05773",,VVMA_directory
retired,Vincent,DiBernardo,,+1 (802) 875-3985,"Rockingham Veterinary Clinic, Chester, Vermont, 05143",,VVMA_directory
Gregory Dowd,Gregory,Dowd,,+1 (802) 375-9322,"969 Trumbull Hill Road, Arlington, Vermont, 05250",http://www.arlingtonequine.com,VVMA_directory
Dr. Meg Falcone,Meg,Falcone,,+1 (802) 484-5829,"PO Box 702, Brownsville, Vermont, 05037",,VVMA_directory
Lynn Fisher Veterinary Services PLLC,Lynn,Fisher,,,,,VVMA_directory
"Colleen Flaherty, The Holistic Vet of Vermont",Colleen,Flaherty,,+1 (802) 560-5131,"PO Box 12, Richmond, Vermont, 05477",http://holisticvetvt.com,VVMA_directory
"Randy Frantz, DVM",Randy,Frantz,,+1 (802) 425-5454,"248 Plouffe Lane, Charlotte, Vermont, 05445",http://www.bevet.com,VVMA_directory
Paula Gamache,Paula,Gamache,,+1 (802) 524-3620,"17 Prospect St., Saint Albans, Vermont, 05478",,VVMA_directory
Hailey Gentile,Hailey,Gentile,,+1 (802) 334-2655,"218 VT Route 105, Newport, Vermont, 05855",,VVMA_directory
"Seaside Veterinary Services, LLC",Judith,Glowicz,,+1 (401) 932-4372,"Seaside Veterinary Services, North Troy, Vermont, 05859",,VVMA_directory
Amber Goodwin,Amber,Goodwin,,+1 (802) 893-4000,"2 Chrisemily Lane, Milton, Vermont, 05468",,VVMA_directory
Marielle Goossens,Marielle,Goossens,,+1 (802) 578-1393,"158 Charles Rd, Williston, Vermont, 05495",http://www.peakveterinaryreferral.com,VVMA_directory
Waterbury Animal Hospital,Kristen,Guldbech,,,,,VVMA_directory
Shannon Guy,Shannon,Guy,,+1 (802) 375-9322,"969 Trumbull Hill Rd, Shaftsbury, Vermont, 05262",http://www.arlingtonequine.com,VVMA_directory
Kristin M Haas,Kristin,Haas,,,"N/A, N/A, Vermont, N/A",,VVMA_directory
John L Hadden,Roy,Hadden,,+1 (802) 496-3006,"6969 Main Street, Waitsfield, Vermont, 05673",,VVMA_directory
Gentile Hailey DVM,Gentile,Hailey,,+1 (802) 334-2655," 246 VT-105, Newport, VT 05855, United States",https://allvetnearme.com/gentile-hailey-dvm,Google_Maps_veterinarian Derby VT
Haley Harasimowicz,Haley,Harasimowicz,,+1 (802) 878-2022,"158 Hurricane Lane, Williston, Vermont, 05495",,VVMA_directory
Ali Harris,Alison,Harris,,+1 (802) 557-0884,"Animal Hospital of Hinesburg, Hinesburg, Vermont, 05461",,VVMA_directory
"Keely Henderson, DVM",Keely,Henderson,,+1 (802) 453-5795,"41 Orchard Road South, Lincoln, Vermont, 05443",,VVMA_directory
Caroline,Caroline,Horn,,+1 (802) 871-2329,"1058 Sunset Hill Road, Williston, Vermont, 05495",http://pawsathomevt.com,VVMA_directory
None,Paul,Howard,,+1 (802) 999-7842,"232 Appletree Point Road, Burlington, Vermont, 05408",,VVMA_directory
Brian Howlett,Brian,Howlett,,+1 (802) 623-6584,"80 Gibeault Road, Whiting, Vermont, 05778",,VVMA_directory
Dr. Brian C. Hurley,Brian,Hurley,,,"8610 N New Braunfels Ave, San Antonio, Texas, 78217",,VVMA_directory
Northeast Consulting,Joanne,Huyler,,+1 (413) 320-2398,"PO Box 139, Mirror Lake, New Hampshire, 03853",,VVMA_directory
"Linda I. Morris, DVM",Linda,I. Morris,,+1 (802) 447-7723," 1726 Harwood Hill Rd, Bennington, VT 05201, United States",http://wmah.net,Google_Maps_veterinarian Bennington VT
Hudson J Kelly DVM,Hudson,J Kelly,,+1 (802) 442-4324," 832 West Rd, Bennington, VT 05201, United States",,Google_Maps_veterinarian Bennington VT
Sandra Jex DVM,Sandra,Jex,,+1 (603) 756-4731,"6 Walker Road, Walpole, New Hampshire, 03608",,VVMA_directory
Frog Hollow Vet,Betty,Jo Black,,+1 (802) 461-6349,"2955 Miller Pond Road, Thetford Center, Vermont, 05075",,VVMA_directory
Dianne Johnson,Dianne,Johnson,,+1 (802) 417-2111,"2762 Shunpike Rd, MOUNT HOLLY, Vermont, 05758",http://www.cloveracresvet.com,VVMA_directory
Susan Johnson,Susan,Johnson,,+1 (802) 287-9292,"330 East Main Street, Poultney, Vermont, 05764",http://www.poultneyvets.com,VVMA_directory
Jessica Jones,Jessica,Jones,,+1 (802) 234-5999,"1533 VT Route 107, Bethel, Vermont, 05032",http://www.countryanimalhospital.com,VVMA_directory
Henderson Keely DVM,Henderson,Keely,,+1 (802) 453-5795," Lincoln, VT 05443, United States",,Google_Maps_equine veterinarian Vermont
"Bill Kellner, DVM, DAVDC",Bill,"Kellner, , DAVDC",info@bevsvt.com,+1 (802) 863-2387," Burlington Emergency & Veterinary Specialists, 1417 Marshall Ave, Williston, VT 05495, United States",https://bevsvt.com/specialty-services/dentistry,Google_Maps_veterinarian Williston VT
Limping Dog Farm,Kurt,Kenney,,+1 (802) 482-2955,"57 Pearl Street, Brandon, Vermont, 05733",,VVMA_directory
Lindemuth Kerry A DVM,Lindemuth,Kerry A,,+1 (802) 862-7021," 1693 Williston Rd, South Burlington, VT 05403, United States",,Google_Maps_veterinarian South Burlington VT
Will,Will,Kieber,,+1 (802) 866-5354,"3890 route 5 north, newbury, Vermont, 05051",,VVMA_directory
"Raymond Koch, DVM",Raymond,Koch,,+1 (802) 375-8378,"3763 River Road, Arlington, Vermont, 05250",,VVMA_directory
Laura M Ladds,Laura,Ladds,,+1 (802) 397-8189,"549, Danville, Vermont, 05828",http://www.vt-can.org,VVMA_directory
IndeVets,Danielle,Lafave,,+1 (833) 463-3838,"PO Box 301, Thetford Hill, Vermont, 05074",http://www.IndeVets.com,VVMA_directory
Retired from Cat Spay and Neuter Clinic,Peggy,Larson,,,"Williston, Vermont, 05495",,VVMA_directory
Riverbend Veterinary Clinic,Barbara,LeClair,,+1 (603) 298-8381,"7 River Road, Plainfield, New Hampshire, 03781",http://www.riverbendvets.com,VVMA_directory
Mat,Mathias,Leblanc,,+1 (802) 404-8210,"119 Katie Ln, Williston, Vermont, 05495",http://www.sugarmaplevet.com,VVMA_directory
Brianna Letaw,Brianna,Letaw,,+1 (802) 588-7387,"167 Monkton Rd, Bristol, Vermont, 05443",,VVMA_directory
Garrett Levin,Garrett,Levin,,+1 (802) 585-2900,"PO Box 516, Shelburne, Vermont, 05482",http://www.ascendveterinarysurgery.com,VVMA_directory
Rich,Richard,Levine,,+1 (732) 330-4294,"70 Homestead Lane, Waterbury Center, Vermont, 05677",,VVMA_directory
Denise I Long,Denise,Long,,+1 (802) 860-2287,"60 Commerce Street, Williston, Vermont, 05495",,VVMA_directory
Grace Ma-Steenbergen,Grace,Ma-Steenbergen,,+1 (802) 775-4333,"548 VT Route 7B N, North Clarendon, Vermont, 05759",,VVMA_directory
Dr. Catherine MacLean,Catherine,MacLean,,+1 (603) 865-5532,"15 Yankee Barn Road, Grantham, New Hampshire, 03753",http://www.SugarRiverAnimalHospital.com,VVMA_directory
Green Mountain Bovine Clinic,Stephen,Major,,+1 (603) 256-8400,"27 Bovine Blvd., West Chesterfield, New Hampshire, 3466",http://greenmountainbovineandequine.com,VVMA_directory
Dr. Sarah Marak,Sarah,Marak,,+1 (802) 524-2051,"298 South Main Street, St. Albans, Vermont, 05478",,VVMA_directory
Dr. H. Mark Saunders,H.,Mark Saunders,,+1 (802) 985-5315,"148 Cheesefactory Lane, Shelburne, Vermont, 5482",http://www.lynks-group.com,VVMA_directory
Dr. Allana Mather,Allana,Mather,,+1 (802) 899-4013,"6 S. Main St., Jericho, Vermont, 05465",http://www.mountmansfieldah.com,VVMA_directory
Three Rivers Equine Vet,Tyler,McGill,,+1 (802) 424-1036,"PO Box 663, St Johnsbury, Vermont, 05819",,VVMA_directory
Elena McSherry,Elena,McSherry,,,"110 Charlotte Street, Burlington, Vermont, 05401",,VVMA_directory
Dr. Simone Meertens,Simone,Meertens,,+1 (802) 862-7021,"1693 Williston Road, So. Burlington, Vermont, 05403",http://www.greenmountainah.com,VVMA_directory
Betsy,Betsy,Meinhardt,,+1 (802) 453-2191,"Bristol Animal Hospital, Bristol, Vermont, 05443",http://www.hinesburgbristolvet.com,VVMA_directory
Borador Animal Hospital,Mary,Menard,,+1 (518) 854-3005,"4321 State Route 22, Salem, New York, 12865",http://boradoranimalhospital.com,VVMA_directory
Jackie Miley,Jackie,Miley,,+1 (802) 933-4533,"33 Depot Street, Enosburg Falls, Vermont, 05450",,VVMA_directory
Elizabeth Miquel,Elizabeth,Miquel,,,"3 Debra Drive, Essex Junction, Vermont, 05452",http://www.essexvet.com,VVMA_directory
Mischler Veterinary Services,Scott,Mischler,,+1 (518) 563-3606,"3 Wildflower Lane, MORRISONVILLE, New York, 12962",,VVMA_directory
Cats Vermont,Linda,Moore,,+1 (802) 863-2470,"292 Pearl St., Burlington, Vermont, 05401",,VVMA_directory
Linda I. Morris,Linda,Morris,,+1 (802) 447-7723,"1726 Harwood Hill, Bennington, Vermont, 5201",http://www.wmah.net,VVMA_directory
West Mountain Animal Hospital: Pence Suzy DVM,West,Mountain Animal Hospital: Pence Suzy,,+1 (802) 447-7723," 1726 Harwood Hill Rd, Bennington, VT 05201, United States",https://wmah.net,Google_Maps_veterinarian Bennington VT
,Thomas,Munschauer,,+1 (802) 388-2691,"Middlebury, Vermont, 05753",http://www.middleburyah.net,VVMA_directory
Dr. Sarah Murawski,Sarah,Murawski,,+1 (802) 728-3505,"86 Dylan Drive, Randolph, Vermont, 05060",http://www.randolphregionalvet.com,VVMA_directory
Alex Murphy,Alexandra,Murphy,,+1 (802) 334-2655,"218 VT Route 105, Newport, Vermont, 05855",,VVMA_directory
Mc Namara Tamera DVM,Mc,Namara Tamera,,+1 (802) 254-5422," 38 East-West Rd, East Dummerston, VT 05346, United States",,Google_Maps_equine veterinarian Vermont
Andrea Neiley,Andrea,Neiley,,+1 (802) 722-4196,"5052 US Route 5, Westminster Station, Vermont, 05159",,VVMA_directory
Erin Nelson,Erin,Nelson,,+1 (802) 597-9656,"PO Box 336, Ryegate, Vermont, 05042",,VVMA_directory
Dr. Susan L. Nelson,Susan,Nelson,,+1 (802) 334-3345,"378 Prouty Drive, Newport, Vermont, 05855",http://nelsonveterinary.com,VVMA_directory
Nicolas Drolet,J.,Nicholas Drolet,,+1 (802) 223-3220,"403 Barre Street, Montpelier, Vermont, 05602",http://www.montpelierveterinaryhospital.com,VVMA_directory
Dr. Renee Novello,Renee,Novello,,+1 (802) 674-6711," 289 County Rd, Windsor, VT 05089, United States",http://www.dartmouth-hitchcock.org,Google_Maps_veterinarian Hartford VT
Kristin Patterson,Kristin,Patterson,,+1 (802) 773-4771,"159 River Street, Rutland, Vermont, 05701",,VVMA_directory
Pamela J Perry,Pamela,Perry,,+1 (802) 878-2022,"158 Hurricane Lane, Williston, Vermont, 5495",http://www.peakveterinary.com,VVMA_directory
Steve,Dru,Pollinger,,+1 (802) 278-1500,"PO Box 36, Fair Haven, Vermont, 05743",,VVMA_directory
HSCC,Elizabeth,Poulsen,,+1 (802) 425-2817,"143 Kindness Court, South Burlington, Vermont, 05403",,VVMA_directory
Oxbow Vet Clinic,Virginia,Prince,,+1 (603) 675-2129,"18 Hilliard Rd, Cornish, New Hampshire, 03745",,VVMA_directory
Open Air Pet Repair,Patty,Pruitt,,+1 (802) 388-8303,Vermont,,VVMA_directory
Koch Raymond G DVM,Koch,Raymond G,,+1 (802) 362-3570," 44 E Manchester Rd, Manchester Center, VT 05255, United States",,Google_Maps_veterinarian Manchester VT
Treat Robert E DVM,Treat,Robert E,greenmountain@greenmountainvet.com,+1 (802) 362-2620," Rtes 11, Manchester, VT 05254, United States",https://www.greenmountainvet.com/our-doctors.pml,Google_Maps_veterinarian Manchester VT
Wendell Robert J DVM,Wendell,Robert J,eben@eyebytes.com,+1 (802) 362-2241," 145 Harmony Ln, East Dorset, VT 05253, United States",https://aeolusvet.com/staff.php,Google_Maps_equine veterinarian Vermont
Gina Roberts,Gina,Roberts,,+1 (802) 295-6900,"829 Hartford Avenue, White River Jct., Vermont, 05001",http://www.veremedy.com,VVMA_directory
N/A,Milton,Robison,,,"PO Box 491, Swanton, Vermont, 05488",,VVMA_directory
Barton Veterinary Hospital,Judith,Robitaille-Dunklee,,+1 (802) 525-3644,"290 Elm Street, Barton, Vermont, 05822",,VVMA_directory
Osinchuk Roger DVM,Osinchuk,Roger,crossborderequine@gmail.com,+1 (802) 885-4883," Parker Hill Rd, Springfield, VT 05156, United States",https://crossborderequine.com,Google_Maps_veterinarian Hartford VT
Mike,Michael,Romp,,+1 (802) 393-2011,"VA National Center for PTSD, Executive Division, White River Jct, Vermont, 05009",,VVMA_directory
Nicole Rose,Matthew,Rose,,+1 (802) 758-2545,"4295 Route 22A, Bridport, Vermont, 05734",,VVMA_directory
Dancing Dragon Animal Health,Rhiannon,S. Woolwich-Holzman,,+1 (802) 375-9376,"PO Box 1053, Manchester Center, Vermont, 05255",http://www.dancingdragonanimalhealth.com,VVMA_directory
"Sally E Schlueter, DVM",Sally,Schlueter,,,"1161 Portland Street, Saint Johnsbury, Vermont, 05819",,VVMA_directory
Dr. Karen Schonberg,Karen,Schonberg,,,"140 Murray Hill Dr, Unit 29, Montpelier, Vermont, 05602",,VVMA_directory
Kurt Schulz,Kurt,Schulz,,+1 (802) 878-2022,"158 Hurricane Lane, Williston, Vermont, 05495",http://www.peakveterinaryreferral.com,VVMA_directory
"Britt Shorter, DVM",Brittain,Shorter,,+1 (802) 878-3713,"5866 Roosevelt Hwy, Colchester, Vermont, 05446",,VVMA_directory
Dr Skilling Mobile Vet,Heather,Skilling,,+1 (802) 848-2016,"44 Main Street, Apt 302, Richford, Vermont, 05476",http://www.mobilevetvt.com.,VVMA_directory
Amanda Spector,Amanda,Spector,,+1 (802) 860-2287,"Affectionately Cats, Williston, Vermont, 05495",,VVMA_directory
Sarah Spencer,Sarah,Spencer,,+1 (802) 505-9639,"209 Bobbin Mill Road, Warren, Vermont, 05674",http://www.bobbinmillvet.com,VVMA_directory
Amy St Denis,Amy,St. Denis,,,"3447 Vermont Route 66, Randolph Center, Vermont, 05061",,VVMA_directory
Jos Steenbergen,Josef,Steenbergen,,+1 (802) 775-4333,"PO BOX 38, N Clarendon, Vermont, 05759",http://www.clarendonanimalclinic.vetsuite.com,VVMA_directory
Jennifer Steeves,Jennifer,Steeves,,+1 (518) 618-9244,"441 Ryan Road, Greenwich, New York, 12834",,VVMA_directory
"Tom Stuwe, DVM, PC",Tom,Stuwe,,+1 (802) 479-0444,"38 Belding Road, Barre, Vermont, 05641",http://www.tomstuwedvm.com,VVMA_directory
Full Circle Home Veterinary Care,Scott,Sutor,,+1 (802) 881-0220,"2273 Arnold District, Brandon, Vermont, 05733",,VVMA_directory
Cihocki Thomas DVM,Cihocki,Thomas,,+1 (802) 476-4151," 676 S Barre Rd, Barre, VT 05641, United States",,Google_Maps_veterinarian Barre VT
Petit Brook Veterinary Clinic,Melissa,Trayah,,+1 (802) 878-3713,"5866 Roosevelt Hwy, Colchester, Vermont, 05446",,VVMA_directory
Dr. Robert Treat Jr.,Robert,Treat .,,+1 (802) 362-2620,"48 Treat Hill Road, Manchester, Vermont, 05255",http://www.greenmountainvet.com,VVMA_directory
Wildlife Habitat Services,Reginald,Tschorn,,+1 (802) 379-5628,"903 Wuerslin Road, Arlington, Vermont, 05250",,VVMA_directory
Dr. Susan M Tullar,Susan,Tullar,,+1 (802) 222-4903,"176 Waits River Road, Bradford, Vermont, 05033",http://bradfordvet.com,VVMA_directory
Janine Vrba,JANINE,VRBA,,+1 (802) 878-7790,"2040 VT Route 128, WESTFORD, Vermont, 05494",,VVMA_directory
Riverside Vet Care: Jex Sandra DVM,Riverside,Vet Care: Jex Sandra,riversidevetcare@gmail.com,+1 (802) 228-5700," 185 Main St, Ludlow, VT 05149, United States",https://riversidevetcare.com,Google_Maps_veterinarian Hartford VT
Riverside Vet Care: Mcnutt Heath DVM,Riverside,Vet Care: Mcnutt Heath,,+1 (802) 228-5700," 185 Main St, Ludlow, VT 05149, United States",,Google_Maps_veterinarian Hartford VT
Rutland Veterinarian Clinic: Crossman Robin DVM,Rutland,Veterinarian Clinic: Crossman Robin,,+1 (802) 773-2779," 90 E Pittsford Rd, Rutland, VT 05701, United States",,Google_Maps_veterinarian Rutland VT
Ark Veterinary Hospital: Urband Paul DVM,Ark,Veterinary Hospital: Urband Paul,arkvh@yourvetdoc.com,+1 (802) 985-5233," 5070 Shelburne Rd # 5, Shelburne, VT 05482, United States",https://arkvet.vet,Google_Maps_veterinarian Shelburne VT
"Department of Animal and Veterinary Sciences, University of Vermont",Steve,Wadsworth,,,Vermont,,VVMA_directory
Lynks Group - Veterinary Imaging,Lynn,Walker,,+1 (802) 985-5315,"148 Cheesefactory Lane, Shelburne, Vermont, 05482",,VVMA_directory
Jacqueline Webb,Jacqueline,Webb,,,"142 Kindness Ct, South Burlington, Vermont, 05403",http://www.longtrailveterinarycenter.com,VVMA_directory
Cori Weiner,Cori,Weiner,,+1 (802) 434-4935,"233 East Main Street, Richmond, Vermont, 05477",,VVMA_directory
J. Drexel Wheeler DVM,Drexel,Wheeler,,+1 (802) 373-5479,"1790 FORREST ROAD, BRIDPORT, Vermont, 05734",,VVMA_directory
Sara White,Sara,White,,+1 (802) 356-6783,"163 Clay Hill Road, Hartland, Vermont, 05048",,VVMA_directory
Sheryl Wilkins,Sheryl,Wilkins,,,"380 Wilkins Rd, Fairfax, Vermont, 05454",,VVMA_directory
Heidi Winot,Heidi,Winot,,+1 (802) 365-9362,"720 VT Route 30, Newfane, Vermont, 05345",,VVMA_directory
Joshua Woolsey,Joshua,Woolsey,,,"125 Elfin Ln, Charlotte, Vermont, 05445",,VVMA_directory
Dr. Sonya Zehle,Sonya,Zehle,,+1 (802) 524-2051,"298 South Main St., St. Albans, Vermont, 05478",,VVMA_directory
